timestamp,cultura,umidade_%,pH,N_ppm,P_ppm,K_ppm
2025-10-08T06:00:00-03:00,milho,25.13,5.72,41.9,22.1,112.4
2025-10-08T06:30:00-03:00,milho,27.15,6.12,31.1,17.2,127.6
2025-10-08T07:00:00-03:00,milho,29.24,5.79,45.6,14.9,68.6
2025-10-08T07:30:00-03:00,milho,33.9,5.57,41.2,16.0,151.9
2025-10-08T08:00:00-03:00,milho,31.43,6.39,41.8,20.6,140.0
2025-10-08T08:30:00-03:00,milho,27.36,6.47,21.3,18.5,83.1
2025-10-08T09:00:00-03:00,milho,27.92,6.0,47.1,14.4,166.2
2025-10-08T09:30:00-03:00,milho,23.99,5.29,37.6,17.0,178.6
2025-10-08T10:00:00-03:00,milho,27.93,6.01,31.3,18.5,159.1
2025-10-08T10:30:00-03:00,milho,26.85,6.34,36.4,5.2,137.0
2025-10-08T11:00:00-03:00,milho,29.29,5.68,17.2,20.7,173.7
2025-10-08T11:30:00-03:00,milho,24.69,6.26,39.1,12.1,177.2
2025-10-08T12:00:00-03:00,milho,30.08,6.19,24.7,11.1,162.3
2025-10-08T12:30:00-03:00,milho,34.13,6.4,21.5,7.9,117.0
2025-10-08T13:00:00-03:00,milho,27.56,6.24,19.8,7.2,161.1
2025-10-08T13:30:00-03:00,milho,29.61,5.86,46.1,9.9,197.8
2025-10-08T14:00:00-03:00,milho,30.76,6.62,28.7,13.7,126.1
2025-10-08T14:30:00-03:00,milho,26.4,6.14,50.3,29.7,233.9
2025-10-08T15:00:00-03:00,milho,28.9,6.19,29.6,14.8,129.0
2025-10-08T15:30:00-03:00,milho,28.05,5.87,17.9,19.1,151.3
2025-10-08T16:00:00-03:00,milho,28.39,6.04,23.8,20.4,123.1
2025-10-08T16:30:00-03:00,milho,24.91,5.89,47.4,18.8,158.9
2025-10-08T17:00:00-03:00,milho,28.1,6.14,33.4,17.5,80.3
2025-10-08T17:30:00-03:00,milho,29.99,6.8,29.5,10.8,128.2
2025-10-08T18:00:00-03:00,milho,33.8,5.72,36.6,26.7,106.3
2025-10-08T18:30:00-03:00,milho,31.84,5.64,40.0,28.8,155.4
2025-10-08T19:00:00-03:00,milho,36.61,6.71,46.2,7.9,189.8
2025-10-08T19:30:00-03:00,milho,24.93,6.13,49.5,11.9,175.8
2025-10-08T20:00:00-03:00,milho,31.49,5.97,31.4,16.3,55.1
2025-10-08T20:30:00-03:00,milho,28.73,6.56,21.7,12.2,231.7
2025-10-08T21:00:00-03:00,milho,36.76,5.99,30.9,21.0,161.8
2025-10-08T21:30:00-03:00,milho,24.77,6.84,37.6,13.6,118.9
2025-10-08T22:00:00-03:00,milho,24.64,6.44,25.4,31.0,156.3
2025-10-08T22:30:00-03:00,milho,25.6,6.03,25.4,25.1,157.0
2025-10-08T23:00:00-03:00,milho,19.5,6.96,38.4,19.3,123.3
2025-10-08T23:30:00-03:00,milho,25.9,5.99,34.5,24.2,157.9
2025-10-09T00:00:00-03:00,milho,24.96,6.46,35.3,24.6,125.7
2025-10-09T00:30:00-03:00,milho,28.6,6.3,27.4,14.6,133.8
2025-10-09T01:00:00-03:00,milho,29.37,6.66,32.7,13.1,122.5
2025-10-09T01:30:00-03:00,milho,35.5,6.75,25.8,18.5,92.7
2025-10-09T02:00:00-03:00,milho,31.8,6.21,43.9,23.2,155.8
2025-10-09T02:30:00-03:00,milho,25.69,5.94,45.4,18.8,173.4
2025-10-09T03:00:00-03:00,milho,24.41,6.36,16.5,8.5,170.6
2025-10-09T03:30:00-03:00,milho,29.97,5.96,25.7,13.2,182.8
2025-10-09T04:00:00-03:00,milho,22.72,6.9,20.0,17.6,163.0
2025-10-09T04:30:00-03:00,milho,35.33,6.25,28.5,17.5,128.7
2025-10-09T05:00:00-03:00,milho,32.72,6.07,34.2,29.8,183.6
2025-10-09T05:30:00-03:00,milho,26.12,6.26,20.5,9.7,95.7
2025-10-09T06:00:00-03:00,milho,21.15,5.73,25.8,21.0,114.0
2025-10-09T06:30:00-03:00,milho,33.42,5.86,25.0,26.9,111.4
2025-10-09T07:00:00-03:00,milho,27.54,6.62,37.1,31.6,193.2
2025-10-09T07:30:00-03:00,milho,32.95,5.97,35.7,15.6,187.7
2025-10-09T08:00:00-03:00,milho,21.62,5.83,27.8,20.9,169.5
2025-10-09T08:30:00-03:00,milho,25.6,6.39,36.8,21.4,192.9
2025-10-09T09:00:00-03:00,milho,28.02,6.61,29.5,19.2,114.8
2025-10-09T09:30:00-03:00,milho,28.19,6.45,32.3,17.4,163.9
2025-10-09T10:00:00-03:00,milho,26.2,6.55,51.7,20.6,145.0
2025-10-09T10:30:00-03:00,milho,30.49,5.94,48.4,2.8,183.9
2025-10-09T11:00:00-03:00,milho,23.73,5.7,22.0,22.1,145.4
2025-10-09T11:30:00-03:00,milho,27.43,6.73,43.3,18.8,134.6
2025-10-09T12:00:00-03:00,milho,28.48,6.09,43.1,16.7,171.6
2025-10-09T12:30:00-03:00,milho,30.06,6.11,23.5,30.3,185.0
2025-10-09T13:00:00-03:00,milho,30.85,6.66,43.2,14.0,123.3
2025-10-09T13:30:00-03:00,milho,23.5,6.39,50.4,15.6,147.6
2025-10-09T14:00:00-03:00,milho,21.86,6.36,23.8,29.9,107.7
2025-10-09T14:30:00-03:00,milho,33.11,6.96,25.8,13.0,50.1
2025-10-09T15:00:00-03:00,milho,29.33,5.97,45.2,14.7,158.0
2025-10-09T15:30:00-03:00,milho,25.01,6.52,37.7,17.1,174.4
2025-10-09T16:00:00-03:00,milho,34.2,6.22,40.5,23.0,160.5
2025-10-09T16:30:00-03:00,milho,28.46,6.29,38.4,19.2,72.0
2025-10-09T17:00:00-03:00,milho,32.72,6.73,38.9,10.2,136.0
2025-10-09T17:30:00-03:00,milho,28.27,6.38,21.7,14.8,61.3
2025-10-09T18:00:00-03:00,milho,36.24,6.39,45.5,14.4,204.8
2025-10-09T18:30:00-03:00,milho,35.02,6.58,46.7,17.5,106.6
2025-10-09T19:00:00-03:00,milho,27.0,6.07,32.7,20.6,200.2
2025-10-09T19:30:00-03:00,milho,31.89,5.91,34.6,20.5,187.8
2025-10-09T20:00:00-03:00,milho,30.58,5.83,19.7,7.3,114.0
2025-10-09T20:30:00-03:00,milho,33.47,5.51,40.1,24.4,104.7
2025-10-09T21:00:00-03:00,milho,24.14,6.92,40.7,19.5,164.0
2025-10-09T21:30:00-03:00,milho,30.74,5.81,34.4,26.3,116.2
2025-10-09T22:00:00-03:00,milho,32.23,6.12,46.2,20.7,154.1
2025-10-09T22:30:00-03:00,milho,20.97,6.1,31.7,24.6,130.7
2025-10-09T23:00:00-03:00,milho,23.27,6.31,40.6,20.8,78.8
2025-10-09T23:30:00-03:00,milho,19.84,6.49,24.8,26.1,60.8
2025-10-10T00:00:00-03:00,milho,26.92,6.5,34.8,21.1,159.1
2025-10-10T00:30:00-03:00,milho,30.87,6.0,33.3,17.4,127.5
2025-10-10T01:00:00-03:00,milho,34.01,6.14,37.3,31.6,127.9
2025-10-10T01:30:00-03:00,milho,28.3,6.3,31.3,23.3,177.8
2025-10-10T02:00:00-03:00,milho,34.51,6.11,33.7,21.4,196.9
2025-10-10T02:30:00-03:00,milho,22.48,6.76,43.3,10.3,139.1
2025-10-10T03:00:00-03:00,milho,21.19,6.37,30.6,10.3,136.4
2025-10-10T03:30:00-03:00,milho,27.78,6.46,18.9,19.8,170.0
2025-10-10T04:00:00-03:00,milho,29.54,6.43,52.5,18.9,95.7
2025-10-10T04:30:00-03:00,milho,27.87,6.61,48.8,14.3,158.9
2025-10-10T05:00:00-03:00,milho,19.73,6.26,22.1,18.8,172.1
2025-10-10T05:30:00-03:00,milho,27.64,5.75,41.9,27.5,177.2
2025-10-10T06:00:00-03:00,milho,22.78,6.34,30.0,22.2,72.5
2025-10-10T06:30:00-03:00,milho,30.68,5.97,37.6,11.2,119.5
2025-10-10T07:00:00-03:00,milho,29.47,6.01,37.9,17.3,114.9
2025-10-10T07:30:00-03:00,milho,24.24,6.41,32.7,13.2,154.0
2025-10-10T08:00:00-03:00,milho,25.94,6.63,27.2,15.7,169.2
2025-10-10T08:30:00-03:00,milho,23.76,6.21,28.1,15.5,209.9
2025-10-10T09:00:00-03:00,milho,27.75,6.31,25.8,15.1,130.2
2025-10-10T09:30:00-03:00,milho,31.82,6.8,26.7,10.5,130.1
2025-10-10T10:00:00-03:00,milho,24.06,6.28,34.3,17.2,196.0
2025-10-10T10:30:00-03:00,milho,30.02,7.11,27.8,14.6,161.9
2025-10-10T11:00:00-03:00,milho,25.88,6.4,41.8,2.0,200.7
2025-10-10T11:30:00-03:00,milho,24.83,5.58,49.9,30.3,161.5
2025-10-10T12:00:00-03:00,milho,27.57,6.46,29.2,24.5,103.7
2025-10-10T12:30:00-03:00,milho,23.86,6.33,37.4,15.7,96.7
2025-10-10T13:00:00-03:00,milho,25.79,6.65,40.0,18.1,87.9
2025-10-10T13:30:00-03:00,milho,23.21,6.44,39.7,11.0,176.5
2025-10-10T14:00:00-03:00,milho,35.86,6.15,35.8,28.2,197.5
2025-10-10T14:30:00-03:00,milho,28.14,5.77,42.4,29.4,224.0
2025-10-10T15:00:00-03:00,milho,25.2,6.13,39.8,18.9,183.7
2025-10-10T15:30:00-03:00,milho,28.86,5.9,22.6,24.1,196.5
2025-10-10T16:00:00-03:00,milho,27.55,6.0,43.7,19.1,126.8
2025-10-10T16:30:00-03:00,milho,27.12,6.41,43.9,10.0,103.7
2025-10-10T17:00:00-03:00,milho,30.46,6.78,27.4,15.5,184.0
2025-10-10T17:30:00-03:00,milho,31.03,6.34,35.4,18.8,166.7
2025-10-10T18:00:00-03:00,milho,25.88,5.78,41.8,15.3,154.3
2025-10-10T18:30:00-03:00,milho,25.7,6.36,32.9,16.7,165.5
2025-10-10T19:00:00-03:00,milho,26.9,6.62,45.7,17.5,162.9
2025-10-10T19:30:00-03:00,milho,18.79,5.99,58.6,17.5,201.4
2025-10-10T20:00:00-03:00,milho,21.94,6.15,27.1,18.3,201.8
2025-10-10T20:30:00-03:00,milho,33.47,6.21,21.2,11.6,171.8
2025-10-10T21:00:00-03:00,milho,34.58,5.93,38.0,13.7,183.8
2025-10-10T21:30:00-03:00,milho,27.0,6.43,42.2,10.3,170.6
2025-10-10T22:00:00-03:00,milho,30.31,6.16,32.7,23.9,131.6
2025-10-10T22:30:00-03:00,milho,29.25,6.35,49.5,5.4,180.3
2025-10-10T23:00:00-03:00,milho,40.32,5.89,21.6,24.9,94.2
2025-10-10T23:30:00-03:00,milho,32.48,6.05,41.9,26.3,192.2
2025-10-11T00:00:00-03:00,milho,27.49,6.45,28.9,16.2,102.2
2025-10-11T00:30:00-03:00,milho,24.18,6.07,52.2,2.4,161.4
2025-10-11T01:00:00-03:00,milho,21.57,6.8,54.9,15.8,116.2
2025-10-11T01:30:00-03:00,milho,28.81,6.06,27.3,17.6,172.1
2025-10-11T02:00:00-03:00,milho,24.97,6.28,29.5,11.9,148.6
2025-10-11T02:30:00-03:00,milho,22.31,6.53,43.6,14.9,86.2
2025-10-11T03:00:00-03:00,milho,25.41,5.7,31.1,27.2,166.8
2025-10-11T03:30:00-03:00,milho,23.67,5.58,34.5,22.0,126.9
2025-10-11T04:00:00-03:00,milho,34.75,5.67,35.3,12.5,185.2
2025-10-11T04:30:00-03:00,milho,31.53,6.64,15.8,8.4,150.1
2025-10-11T05:00:00-03:00,milho,27.97,6.01,34.9,16.0,165.8
2025-10-11T05:30:00-03:00,milho,33.92,7.1,28.1,16.7,111.7
2025-10-11T06:00:00-03:00,milho,28.31,6.0,30.1,21.0,126.4
2025-10-11T06:30:00-03:00,milho,24.55,6.26,49.4,14.8,131.7
2025-10-11T07:00:00-03:00,milho,34.09,6.74,22.4,21.1,184.3
2025-10-11T07:30:00-03:00,milho,30.16,6.9,43.1,29.6,217.1
2025-10-11T08:00:00-03:00,milho,23.85,6.92,32.2,22.9,117.8
2025-10-11T08:30:00-03:00,milho,27.24,6.62,32.2,17.7,193.1
2025-10-11T09:00:00-03:00,milho,24.5,6.56,42.9,16.9,63.2
2025-10-11T09:30:00-03:00,milho,22.47,6.41,38.4,15.9,102.2
2025-10-11T10:00:00-03:00,milho,31.7,6.47,40.7,25.1,111.6
2025-10-11T10:30:00-03:00,milho,35.64,6.01,44.7,14.2,95.9
2025-10-11T11:00:00-03:00,milho,22.41,5.91,31.7,18.3,86.7
2025-10-11T11:30:00-03:00,milho,30.25,6.2,28.9,18.3,166.5
2025-10-11T12:00:00-03:00,milho,25.4,6.14,24.1,15.0,141.4
2025-10-11T12:30:00-03:00,milho,26.05,6.04,26.7,9.8,165.2
2025-10-11T13:00:00-03:00,milho,25.63,6.44,64.5,19.9,177.6
2025-10-11T13:30:00-03:00,milho,24.54,6.53,47.4,17.6,160.6
2025-10-11T14:00:00-03:00,milho,28.19,6.23,21.5,21.0,176.3
2025-10-11T14:30:00-03:00,milho,24.68,6.72,21.8,14.8,147.2
2025-10-11T15:00:00-03:00,milho,29.08,5.8,39.8,25.3,102.5
2025-10-11T15:30:00-03:00,milho,27.8,6.13,40.5,12.7,192.3
2025-10-11T16:00:00-03:00,milho,27.04,5.95,40.5,28.3,126.4
2025-10-11T16:30:00-03:00,milho,24.37,5.55,32.5,7.5,112.6
2025-10-11T17:00:00-03:00,milho,25.69,6.17,33.7,20.6,142.9
2025-10-11T17:30:00-03:00,milho,31.02,6.16,38.3,20.9,113.5
2025-10-11T18:00:00-03:00,milho,30.0,6.73,35.9,13.2,133.3
2025-10-11T18:30:00-03:00,milho,24.09,6.42,12.8,20.5,163.8
2025-10-11T19:00:00-03:00,milho,28.4,5.84,32.7,25.7,163.9
2025-10-11T19:30:00-03:00,milho,31.01,6.85,26.5,4.7,114.1
2025-10-11T20:00:00-03:00,milho,21.32,6.63,36.8,21.0,130.5
2025-10-11T20:30:00-03:00,milho,30.17,6.4,64.9,3.0,193.0
2025-10-11T21:00:00-03:00,milho,25.35,6.12,38.7,12.2,169.9
2025-10-11T21:30:00-03:00,milho,30.28,5.86,31.9,27.8,233.0
2025-10-11T22:00:00-03:00,milho,24.95,6.07,44.2,14.5,197.2
2025-10-11T22:30:00-03:00,milho,20.78,6.58,39.8,11.0,195.8
2025-10-11T23:00:00-03:00,milho,21.49,6.86,39.2,16.8,94.5
2025-10-11T23:30:00-03:00,milho,28.19,6.74,41.1,30.4,180.6
2025-10-12T00:00:00-03:00,milho,29.04,6.03,55.6,7.0,147.9
2025-10-12T00:30:00-03:00,milho,24.38,5.81,23.7,11.7,128.0
2025-10-12T01:00:00-03:00,milho,30.55,6.25,39.7,27.0,156.7
2025-10-12T01:30:00-03:00,milho,21.35,5.58,25.7,29.1,187.8
2025-10-12T02:00:00-03:00,milho,27.74,6.31,40.6,17.4,170.0
2025-10-12T02:30:00-03:00,milho,23.16,6.15,25.8,10.6,114.9
2025-10-12T03:00:00-03:00,milho,25.39,6.04,30.8,30.6,179.7
2025-10-12T03:30:00-03:00,milho,28.19,5.64,32.0,27.6,124.5
2025-10-12T04:00:00-03:00,milho,24.56,6.38,44.8,22.1,158.7
2025-10-12T04:30:00-03:00,milho,26.46,6.01,44.2,13.1,137.9
2025-10-12T05:00:00-03:00,milho,32.03,5.79,22.5,17.7,141.2
2025-10-12T05:30:00-03:00,milho,25.69,5.19,35.5,17.0,180.6
2025-10-12T06:00:00-03:00,milho,31.34,6.19,27.9,20.0,108.4
2025-10-12T06:30:00-03:00,milho,23.48,6.82,22.4,26.7,227.8
2025-10-12T07:00:00-03:00,milho,30.12,6.78,32.8,23.3,77.2
2025-10-12T07:30:00-03:00,milho,33.77,6.04,31.9,11.5,126.1
2025-10-12T08:00:00-03:00,milho,18.11,5.99,59.3,26.3,164.8
2025-10-12T08:30:00-03:00,milho,24.81,6.36,39.3,19.9,173.4
2025-10-12T09:00:00-03:00,milho,30.31,5.85,21.2,22.1,146.0
2025-10-12T09:30:00-03:00,milho,27.19,6.31,29.4,26.8,147.7
2025-10-12T10:00:00-03:00,milho,29.48,6.47,45.2,11.3,166.4
2025-10-12T10:30:00-03:00,milho,25.58,6.63,55.9,17.8,140.8
2025-10-12T11:00:00-03:00,milho,28.35,6.16,19.1,14.8,205.7
2025-10-12T11:30:00-03:00,milho,27.38,6.13,16.2,8.6,183.6
2025-10-12T12:00:00-03:00,milho,32.67,5.89,53.7,20.1,184.9
2025-10-12T12:30:00-03:00,milho,29.02,5.91,38.9,33.1,111.4
2025-10-12T13:00:00-03:00,milho,29.35,6.12,26.3,7.0,146.8
2025-10-12T13:30:00-03:00,milho,26.35,6.33,40.3,17.8,138.0
2025-10-12T14:00:00-03:00,milho,26.05,6.52,8.6,21.8,109.8
2025-10-12T14:30:00-03:00,milho,26.27,5.92,35.0,18.7,164.4
2025-10-12T15:00:00-03:00,milho,29.58,6.72,38.3,17.3,128.5
2025-10-12T15:30:00-03:00,milho,26.32,6.11,44.2,10.2,176.2
2025-10-12T16:00:00-03:00,milho,29.16,6.19,24.9,19.4,107.2
2025-10-12T16:30:00-03:00,milho,36.3,5.94,35.9,13.5,218.8
2025-10-12T17:00:00-03:00,milho,31.48,5.35,25.7,4.9,114.1
2025-10-12T17:30:00-03:00,milho,26.7,6.51,37.6,25.2,158.8
2025-10-12T18:00:00-03:00,milho,32.8,6.46,26.0,23.8,181.7
2025-10-12T18:30:00-03:00,milho,26.37,6.1,30.9,18.3,127.2
2025-10-12T19:00:00-03:00,milho,19.85,6.22,25.0,19.4,184.1
2025-10-12T19:30:00-03:00,milho,23.97,6.38,41.5,24.4,100.8
2025-10-12T20:00:00-03:00,milho,20.52,5.65,43.6,19.3,208.1
2025-10-12T20:30:00-03:00,milho,26.59,6.01,32.7,23.4,150.6
2025-10-12T21:00:00-03:00,milho,28.07,6.48,35.4,16.2,126.1
2025-10-12T21:30:00-03:00,milho,34.71,5.76,20.5,25.9,138.0
2025-10-12T22:00:00-03:00,milho,29.31,6.3,32.0,19.9,182.4
2025-10-12T22:30:00-03:00,milho,27.12,5.73,34.5,19.2,126.6
2025-10-12T23:00:00-03:00,milho,31.32,6.36,61.2,10.4,120.0
2025-10-12T23:30:00-03:00,milho,19.16,6.19,23.9,19.7,141.1
2025-10-13T00:00:00-03:00,milho,28.94,5.63,49.6,13.0,102.9
2025-10-13T00:30:00-03:00,milho,31.08,6.61,45.0,14.2,222.8
2025-10-13T01:00:00-03:00,milho,22.09,5.94,37.8,13.1,127.3
2025-10-13T01:30:00-03:00,milho,32.58,5.92,52.6,11.6,183.3
2025-10-13T02:00:00-03:00,milho,29.35,6.27,38.7,30.7,158.4
2025-10-13T02:30:00-03:00,milho,26.34,6.6,38.9,26.0,110.6
2025-10-13T03:00:00-03:00,milho,30.53,5.84,34.5,29.5,149.8
2025-10-13T03:30:00-03:00,milho,37.08,6.22,47.2,10.7,181.4
2025-10-13T04:00:00-03:00,milho,28.73,6.35,46.0,18.4,142.5
2025-10-13T04:30:00-03:00,milho,28.99,6.44,28.7,10.2,197.7
2025-10-13T05:00:00-03:00,milho,26.16,6.26,21.8,13.8,190.9
2025-10-13T05:30:00-03:00,milho,24.6,6.07,33.0,12.5,186.8
2025-10-13T06:00:00-03:00,milho,31.32,5.91,27.0,25.4,131.6
2025-10-13T06:30:00-03:00,milho,24.58,6.23,34.4,15.6,106.8
2025-10-13T07:00:00-03:00,milho,28.29,5.82,47.4,24.4,125.5
2025-10-13T07:30:00-03:00,milho,26.09,5.18,30.4,21.6,157.8
2025-10-13T08:00:00-03:00,milho,29.92,6.35,34.6,31.8,171.8
2025-10-13T08:30:00-03:00,milho,29.33,6.52,35.6,9.1,63.1
2025-10-13T09:00:00-03:00,milho,32.15,5.37,43.5,25.6,149.7
2025-10-13T09:30:00-03:00,milho,25.96,5.85,12.5,24.9,156.3
2025-10-13T10:00:00-03:00,milho,26.92,6.42,28.9,12.2,138.9
2025-10-13T10:30:00-03:00,milho,24.08,6.92,37.1,24.0,201.7
2025-10-13T11:00:00-03:00,milho,26.22,6.21,47.0,20.0,166.9
2025-10-13T11:30:00-03:00,milho,29.51,5.95,30.1,16.6,202.4
2025-10-13T12:00:00-03:00,milho,31.03,6.14,16.2,13.1,141.4
2025-10-13T12:30:00-03:00,milho,24.31,6.68,41.2,13.7,187.5
2025-10-13T13:00:00-03:00,milho,31.48,5.97,28.6,30.3,215.4
2025-10-13T13:30:00-03:00,milho,33.42,5.92,23.1,18.0,202.5
2025-10-13T14:00:00-03:00,milho,29.65,6.03,28.8,22.7,106.3
2025-10-13T14:30:00-03:00,milho,35.51,5.87,33.2,13.3,139.9
2025-10-13T15:00:00-03:00,milho,24.9,6.24,29.0,13.3,136.2
2025-10-13T15:30:00-03:00,milho,23.02,6.77,12.9,24.5,169.6
2025-10-13T16:00:00-03:00,milho,20.89,6.31,44.0,9.9,177.5
2025-10-13T16:30:00-03:00,milho,33.98,6.11,47.7,15.5,116.4
2025-10-13T17:00:00-03:00,milho,30.62,6.1,41.5,18.2,152.7
2025-10-13T17:30:00-03:00,milho,27.78,5.65,23.6,18.7,69.2
2025-10-13T18:00:00-03:00,milho,29.12,6.51,33.0,16.9,207.7
2025-10-13T18:30:00-03:00,milho,23.5,6.17,34.9,20.4,129.5
2025-10-13T19:00:00-03:00,milho,37.78,6.14,41.0,22.2,152.2
2025-10-13T19:30:00-03:00,milho,28.52,7.32,41.7,22.4,137.6
2025-10-13T20:00:00-03:00,milho,28.44,6.3,27.7,12.1,195.8
2025-10-13T20:30:00-03:00,milho,30.9,5.94,35.8,16.3,40.0
2025-10-13T21:00:00-03:00,milho,29.92,6.05,39.6,25.2,149.3
2025-10-13T21:30:00-03:00,milho,28.9,6.6,49.6,23.4,145.8
2025-10-13T22:00:00-03:00,milho,24.84,6.24,42.0,9.8,131.9
2025-10-13T22:30:00-03:00,milho,29.89,5.7,42.9,20.1,219.0
2025-10-13T23:00:00-03:00,milho,35.53,6.52,35.8,6.1,114.5
2025-10-13T23:30:00-03:00,milho,33.38,5.97,49.1,18.3,180.9
2025-10-14T00:00:00-03:00,milho,34.37,6.86,39.1,29.4,164.3
2025-10-14T00:30:00-03:00,milho,25.96,6.58,26.4,12.3,200.5
2025-10-14T01:00:00-03:00,milho,24.04,6.04,49.0,13.0,123.3
2025-10-14T01:30:00-03:00,milho,27.5,6.65,42.0,22.6,120.7
2025-10-14T02:00:00-03:00,milho,28.22,6.22,30.6,8.7,193.8
2025-10-14T02:30:00-03:00,milho,32.38,6.5,30.2,14.2,167.0
2025-10-14T03:00:00-03:00,milho,21.23,6.37,38.0,21.6,88.2
2025-10-14T03:30:00-03:00,milho,34.12,5.9,39.6,14.2,128.4
2025-10-14T04:00:00-03:00,milho,27.37,5.97,37.0,16.6,165.5
2025-10-14T04:30:00-03:00,milho,26.29,6.56,38.1,22.5,183.5
2025-10-14T05:00:00-03:00,milho,23.95,6.08,52.0,20.5,122.8
2025-10-14T05:30:00-03:00,milho,21.38,6.06,45.7,19.6,40.0
2025-10-14T06:00:00-03:00,milho,31.29,5.87,36.9,16.0,170.9
2025-10-14T06:30:00-03:00,milho,28.29,6.35,44.4,20.2,101.2
2025-10-14T07:00:00-03:00,milho,22.84,6.92,24.7,17.3,69.3
2025-10-14T07:30:00-03:00,milho,22.82,5.83,39.0,20.7,40.0
2025-10-14T08:00:00-03:00,milho,26.66,6.21,53.1,15.0,182.6
2025-10-14T08:30:00-03:00,milho,34.68,6.69,32.8,16.9,155.1
2025-10-14T09:00:00-03:00,milho,26.96,6.17,26.5,12.1,141.0
2025-10-14T09:30:00-03:00,milho,21.99,6.36,28.5,17.8,205.6
2025-10-14T10:00:00-03:00,milho,27.02,5.83,24.1,13.1,175.5
2025-10-14T10:30:00-03:00,milho,26.91,6.35,27.2,11.3,214.7
2025-10-14T11:00:00-03:00,milho,17.21,6.13,31.3,19.6,94.3
2025-10-14T11:30:00-03:00,milho,27.78,6.55,20.9,19.3,148.6
2025-10-14T12:00:00-03:00,milho,27.08,6.62,35.2,22.7,85.3
2025-10-14T12:30:00-03:00,milho,30.78,7.11,44.0,15.4,140.8
2025-10-14T13:00:00-03:00,milho,35.4,6.4,25.9,20.4,140.1
2025-10-14T13:30:00-03:00,milho,32.51,6.31,50.2,21.3,175.1
2025-10-14T14:00:00-03:00,milho,26.92,6.27,40.1,20.7,151.8
2025-10-14T14:30:00-03:00,milho,23.57,6.08,45.3,13.0,174.9
2025-10-14T15:00:00-03:00,milho,38.29,6.32,28.4,18.9,178.1
2025-10-14T15:30:00-03:00,milho,28.24,6.1,43.5,20.2,236.2
2025-10-14T16:00:00-03:00,milho,28.06,6.26,24.1,18.0,137.4
2025-10-14T16:30:00-03:00,milho,27.9,6.66,43.9,5.5,112.4
2025-10-14T17:00:00-03:00,milho,28.79,5.85,36.7,19.0,159.8
2025-10-14T17:30:00-03:00,milho,27.42,6.6,40.5,31.3,117.9
2025-10-14T18:00:00-03:00,milho,25.71,6.66,23.2,15.8,209.3
2025-10-14T18:30:00-03:00,milho,25.81,6.16,26.0,13.6,138.7
2025-10-14T19:00:00-03:00,milho,27.87,5.46,41.0,20.2,127.4
2025-10-14T19:30:00-03:00,milho,25.83,5.99,25.5,19.9,131.1
2025-10-14T20:00:00-03:00,milho,25.15,6.65,39.6,25.2,178.7
2025-10-14T20:30:00-03:00,milho,28.43,6.19,21.3,10.5,143.7
2025-10-14T21:00:00-03:00,milho,26.98,5.85,43.5,22.4,124.3
2025-10-14T21:30:00-03:00,milho,34.02,6.02,22.7,21.5,216.6
2025-10-14T22:00:00-03:00,milho,17.4,6.49,40.5,17.1,115.8
2025-10-14T22:30:00-03:00,milho,32.37,6.39,41.3,20.0,151.4
2025-10-14T23:00:00-03:00,milho,32.98,6.12,28.0,24.2,176.1
2025-10-14T23:30:00-03:00,milho,19.71,6.07,40.8,23.2,84.7
2025-10-15T00:00:00-03:00,milho,26.63,6.06,37.6,11.1,169.2
2025-10-15T00:30:00-03:00,milho,26.51,5.88,29.6,22.9,107.8
2025-10-15T01:00:00-03:00,milho,22.37,6.77,24.9,17.6,182.9
2025-10-15T01:30:00-03:00,milho,24.89,6.09,15.4,18.4,111.5
2025-10-15T02:00:00-03:00,milho,23.56,6.63,38.5,18.4,177.7
2025-10-15T02:30:00-03:00,milho,35.01,6.73,19.4,17.1,194.2
2025-10-15T03:00:00-03:00,milho,31.74,6.55,36.0,25.2,184.5
2025-10-15T03:30:00-03:00,milho,33.09,6.05,32.4,17.5,160.1
2025-10-15T04:00:00-03:00,milho,30.89,6.34,41.8,11.3,140.7
2025-10-15T04:30:00-03:00,milho,23.48,6.19,32.0,15.6,126.9
2025-10-15T05:00:00-03:00,milho,25.9,5.88,31.7,19.1,208.8
2025-10-15T05:30:00-03:00,milho,29.96,6.31,42.3,25.4,122.0
2025-10-15T06:00:00-03:00,milho,23.11,5.79,38.4,21.6,108.5
2025-10-15T06:30:00-03:00,milho,30.85,6.62,38.2,12.9,176.6
2025-10-15T07:00:00-03:00,milho,27.04,6.04,39.7,32.9,118.2
2025-10-15T07:30:00-03:00,milho,26.5,6.27,19.6,19.6,112.0
2025-10-15T08:00:00-03:00,milho,30.84,6.3,42.6,25.7,92.3
2025-10-15T08:30:00-03:00,milho,29.78,6.11,41.1,17.1,130.7
2025-10-15T09:00:00-03:00,milho,26.56,6.41,24.8,21.2,146.7
2025-10-15T09:30:00-03:00,milho,32.64,6.03,32.6,23.0,159.7
2025-10-15T10:00:00-03:00,milho,23.68,6.5,34.6,25.3,188.1
2025-10-15T10:30:00-03:00,milho,30.46,5.73,33.7,24.3,171.1
2025-10-15T11:00:00-03:00,milho,30.37,6.24,38.3,23.2,142.4
2025-10-15T11:30:00-03:00,milho,26.76,6.88,49.3,16.1,142.1
2025-10-15T12:00:00-03:00,milho,29.3,5.85,45.8,14.6,170.4
